Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000283270	ENSG00000283270.1	AC244205.2	88811186	2
ENSG00000224843	ENSG00000224843.8	LINC00240	26956932	6
ENSG00000259699	ENSG00000259699.2	HMGB1P8	89135547	15
ENSG00000115850	ENSG00000115850.10	LCT	135787850	2
ENSG00000132031	ENSG00000132031.13	MATN3	19992052	2
ENSG00000267097	ENSG00000267097.1	SLC14A2-AS1	45423764	18
ENSG00000145860	ENSG00000145860.11	RNF145	159157409	5
ENSG00000107186	ENSG00000107186.16	MPDZ	13105704	9
ENSG00000263622	ENSG00000263622.1	AC023394.1	65917782	18
ENSG00000264685	ENSG00000264685.1	PRPF19P1	66068750	18
ENSG00000266968	ENSG00000266968.2	AC023421.1	45646153	18
ENSG00000100296	ENSG00000100296.13	THOC5	29505879	22
ENSG00000272312	ENSG00000272312.1	AL133255.1	27001208	6
ENSG00000267354	ENSG00000267354.1	AC091151.1	45507202	18
ENSG00000287966	ENSG00000287966.1	AL590062.1	27018935	6
ENSG00000286064	ENSG00000286064.1	AL035413.2	19260521	1
ENSG00000266988	ENSG00000266988.6	AC021517.1	45483343	18
ENSG00000174231	ENSG00000174231.17	PRPF8	1650629	17
ENSG00000235744	ENSG00000235744.11	HLA-DOA	32982126	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000227210	ENSG00000227210.2	AC079145.1	19990209	2
ENSG00000155846	ENSG00000155846.17	PPARGC1B	149730298	5
ENSG00000211454	ENSG00000211454.14	AKR7L	19265982	1
ENSG00000008735	ENSG00000008735.14	MAPK8IP2	50600793	22
ENSG00000287943	ENSG00000287943.1	AC091151.5	45571406	18
ENSG00000128322	ENSG00000128322.7	IGLL1	23573125	22
ENSG00000261691	ENSG00000261691.1	Z97986.1	547185	16
ENSG00000110203	ENSG00000110203.9	FOLR3	72114869	11
ENSG00000244292	ENSG00000244292.1	OR9N1P	141911217	7
ENSG00000141469	ENSG00000141469.18	SLC14A1	45687025	18
ENSG00000171540	ENSG00000171540.7	OTP	77628712	5
ENSG00000233904	ENSG00000233904.6	HLA-E	30479321	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000258227	ENSG00000258227.7	CLEC5A	141927357	7
ENSG00000132749	ENSG00000132749.11	TESMIN	68707440	11
ENSG00000224277	ENSG00000224277.5	AP000345.1	23567064	22
ENSG00000244097	ENSG00000244097.1	RPS4XP17	656794	17
ENSG00000262708	ENSG00000262708.1	AC027455.1	616002	17
ENSG00000263015	ENSG00000263015.1	AC015853.2	503171	17
ENSG00000162482	ENSG00000162482.5	AKR7A3	19282573	1
ENSG00000146386	ENSG00000146386.8	ABRACL	139028745	6
ENSG00000262905	ENSG00000262905.1	AC015853.1	552566	17
ENSG00000211850	ENSG00000211850.1	TRAJ39	22501601	14
ENSG00000273763	ENSG00000273763.2	AC007318.2	65203502	2
ENSG00000271559	ENSG00000271559.1	AL138966.1	26229332	13
ENSG00000172974	ENSG00000172974.11	AC007318.1	65205108	2
ENSG00000211851	ENSG00000211851.1	TRAJ38	22502231	14
ENSG00000234210	ENSG00000234210.1	AC006372.3	157466231	7
ENSG00000278661	ENSG00000278661.1	TRAJ37	22503750	14
ENSG00000257075	ENSG00000257075.1	RPEP6	72131282	11
ENSG00000234441	ENSG00000234441.1	AC105272.1	103668071	1
ENSG00000073605	ENSG00000073605.18	GSDMB	39904595	17
ENSG00000227882	ENSG00000227882.1	THAP12P6	26234213	13
ENSG00000270728	ENSG00000270728.1	AL035413.1	19297080	1
ENSG00000271100	ENSG00000271100.1	AP000753.3	63698596	11
ENSG00000213654	ENSG00000213654.10	GPSM3	32190766	6
ENSG00000223940	ENSG00000223940.1	KRT8P8	152479577	X
ENSG00000276699	ENSG00000276699.1	TRAJ36	22505110	14
ENSG00000019485	ENSG00000019485.13	PRDM11	45095806	11
ENSG00000090013	ENSG00000090013.10	BLVRB	40447765	19
ENSG00000281804	ENSG00000281804.1	AC068446.4	21250180	CHR_HSCHR15_1_CTG1
ENSG00000268089	ENSG00000268089.3	GABRQ	152637895	X
ENSG00000274240	ENSG00000274240.2	AC136352.1	21293635	CHR_HSCHR15_1_CTG1
ENSG00000285691	ENSG00000285691.2	AL445259.1	123519697	6
ENSG00000084764	ENSG00000084764.11	MAPRE3	26970612	2
ENSG00000240553	ENSG00000240553.1	AL031428.1	23020147	1
ENSG00000281836	ENSG00000281836.1	AC136352.10	21298216	CHR_HSCHR15_1_CTG1
ENSG00000235535	ENSG00000235535.8	TRDN-AS1	123389421	6
ENSG00000229010	ENSG00000229010.1	AL161672.1	23140325	1
ENSG00000105325	ENSG00000105325.14	FZR1	3506273	19
ENSG00000281507	ENSG00000281507.1	AC136352.8	21328492	CHR_HSCHR15_1_CTG1
ENSG00000281263	ENSG00000281263.1	AC136352.7	21342227	CHR_HSCHR15_1_CTG1
ENSG00000169641	ENSG00000169641.13	LUZP1	23084023	1
ENSG00000253370	ENSG00000253370.2	AC027308.1	156458398	5
ENSG00000281208	ENSG00000281208.1	AC136352.6	21344605	CHR_HSCHR15_1_CTG1
ENSG00000254163	ENSG00000254163.1	AC025434.1	156704058	5
ENSG00000281803	ENSG00000281803.1	AC136352.9	21368518	CHR_HSCHR15_1_CTG1
ENSG00000286690	ENSG00000286690.1	AC011351.1	156019228	5
ENSG00000170624	ENSG00000170624.13	SGCD	155870344	5
ENSG00000274439	ENSG00000274439.2	CXADRP2	21372682	CHR_HSCHR15_1_CTG1
ENSG00000154316	ENSG00000154316.16	TDH	11339637	8
ENSG00000281718	ENSG00000281718.1	GRAMD4P6	21383905	CHR_HSCHR15_1_CTG1
ENSG00000269475	ENSG00000269475.2	AC244102.2	152682810	X
ENSG00000281153	ENSG00000281153.1	AC136352.5	21382467	CHR_HSCHR15_1_CTG1
ENSG00000287394	ENSG00000287394.1	AC244102.4	152574677	X
ENSG00000256518	ENSG00000256518.3	AP000812.3	72158822	11
ENSG00000213798	ENSG00000213798.3	AC004129.1	25212170	7
ENSG00000236167	ENSG00000236167.1	GAPDHP57	75455994	2
ENSG00000279191	ENSG00000279191.1	AC068491.4	111321433	2
ENSG00000257138	ENSG00000257138.1	TAS2R38	141972631	7
ENSG00000254664	ENSG00000254664.1	AC103681.2	45215815	11
ENSG00000204301	ENSG00000204301.6	NOTCH4	32194843	6
ENSG00000230958	ENSG00000230958.1	AC093166.3	111865798	2
ENSG00000004487	ENSG00000004487.16	KDM1A	23019443	1
ENSG00000228559	ENSG00000228559.2	AL033519.3	35539838	6
ENSG00000229118	ENSG00000229118.1	AC068491.2	111265283	2
ENSG00000257335	ENSG00000257335.8	MGAM	141907813	7
ENSG00000271590	ENSG00000271590.1	AC108463.3	111210995	2
ENSG00000250377	ENSG00000250377.2	AC008525.1	88691757	5
ENSG00000270190	ENSG00000270190.1	AC068491.3	111266868	2
ENSG00000132471	ENSG00000132471.12	WBP2	75845699	17
ENSG00000275608	ENSG00000275608.5	GU182355.4	54802886	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000186439	ENSG00000186439.14	TRDN	123216339	6
ENSG00000219023	ENSG00000219023.1	AL033519.2	35555873	6
ENSG00000204971	ENSG00000204971.3	AP000812.1	72163322	11
ENSG00000110195	ENSG00000110195.13	FOLR1	72189558	11
ENSG00000250555	ENSG00000250555.2	AC008525.2	88692651	5
ENSG00000226571	ENSG00000226571.2	AL592429.2	139271362	6
ENSG00000245864	ENSG00000245864.3	MEF2C-AS2	88676033	5
ENSG00000260686	ENSG00000260686.1	AC008669.1	122832356	5
ENSG00000220920	ENSG00000220920.1	AL023807.1	17953572	6
ENSG00000205302	ENSG00000205302.7	SNX2	122775079	5
ENSG00000137177	ENSG00000137177.20	KIF13A	17759183	6
ENSG00000272446	ENSG00000272446.5	AL158850.1	139159157	6
ENSG00000154319	ENSG00000154319.16	FAM167A	11421476	8
ENSG00000253256	ENSG00000253256.1	AC134043.1	159209921	5
ENSG00000218565	ENSG00000218565.2	AL592429.1	139338018	6
ENSG00000270040	ENSG00000270040.1	AL356055.1	39206512	1
ENSG00000253315	ENSG00000253315.1	LINC01932	159227715	5
ENSG00000271362	ENSG00000271362.1	AL138889.2	33883170	6
ENSG00000233183	ENSG00000233183.3	AL138889.1	33891327	6
ENSG00000287422	ENSG00000287422.1	AL442071.2	39226670	1
ENSG00000271789	ENSG00000271789.1	AL080317.2	111297126	6
ENSG00000226438	ENSG00000226438.1	AL442071.1	39249838	1
ENSG00000219806	ENSG00000219806.1	ATP5PBP6	139614438	6
ENSG00000224574	ENSG00000224574.1	COL18A1-AS2	45407386	21
ENSG00000259870	ENSG00000259870.1	AC024651.2	97876289	15
ENSG00000217897	ENSG00000217897.2	HSPE1P8	39304294	1
ENSG00000112406	ENSG00000112406.5	HECA	139135080	6
ENSG00000287000	ENSG00000287000.1	AC024651.3	97945208	15
ENSG00000261302	ENSG00000261302.6	AC106779.1	56708450	16
ENSG00000140450	ENSG00000140450.9	ARRDC4	97960703	15
ENSG00000144231	ENSG00000144231.11	POLR2D	127843553	2
ENSG00000231329	ENSG00000231329.8	AL031772.1	139144204	6
ENSG00000277268	ENSG00000277268.2	LHX1-DT	36861674	17
ENSG00000184608	ENSG00000184608.9	FAM167A-AS1	11368402	8
ENSG00000262531	ENSG00000262531.1	AC134349.4	11198038	CHR_HSCHR12_2_CTG2
ENSG00000249346	ENSG00000249346.7	LINC01016	33867506	6
ENSG00000272805	ENSG00000272805.1	TAS2R10	10825317	CHR_HSCHR12_2_CTG2
ENSG00000274336	ENSG00000274336.2	CDIP1	4512634	CHR_HSCHR16_3_CTG1
ENSG00000259478	ENSG00000259478.2	AC024651.1	97982509	15
ENSG00000262111	ENSG00000262111.3	TAS2R30	11164906	CHR_HSCHR12_2_CTG2
ENSG00000238188	ENSG00000238188.1	AL049733.1	130645723	X
ENSG00000288066	ENSG00000288066.1	AC097448.1	151796688	2
ENSG00000263083	ENSG00000263083.1	TAS2R64P	11076769	CHR_HSCHR12_2_CTG2
ENSG00000165675	ENSG00000165675.16	ENOX2	130623369	X
ENSG00000255020	ENSG00000255020.1	AF131216.3	11345748	8
ENSG00000244563	ENSG00000244563.1	AC006011.1	127846736	2
ENSG00000283228	ENSG00000283228.1	AC068547.1	151802651	2
ENSG00000130701	ENSG00000130701.4	RBBP8NL	62410237	20
ENSG00000273457	ENSG00000273457.1	TAS2R13	10907926	CHR_HSCHR12_2_CTG2
ENSG00000230286	ENSG00000230286.1	AC013472.2	26950308	2
ENSG00000262986	ENSG00000262986.1	SMIM10L1	11203312	CHR_HSCHR12_2_CTG2
ENSG00000205695	ENSG00000205695.3	AL390205.1	139659928	6
ENSG00000226838	ENSG00000226838.1	AC096582.1	45816557	7
ENSG00000224145	ENSG00000224145.8	TRIM15	30153602	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000251378	ENSG00000251378.1	AC096582.2	45818582	7
ENSG00000261936	ENSG00000261936.1	TAS2R45	11128789	CHR_HSCHR12_2_CTG2
ENSG00000250039	ENSG00000250039.4	AC096719.1	21949015	4
ENSG00000235955	ENSG00000235955.1	CICP20	45816216	7
ENSG00000157851	ENSG00000157851.17	DPYSL5	26847747	2
ENSG00000229923	ENSG00000229923.2	AL583803.1	130697312	6
ENSG00000263247	ENSG00000263247.6	PRR4	10824960	CHR_HSCHR12_2_CTG2
ENSG00000255860	ENSG00000255860.3	AP000812.2	72172455	11
ENSG00000164442	ENSG00000164442.10	CITED2	139371807	6
ENSG00000226824	ENSG00000226824.7	AC006001.2	66654538	7
ENSG00000277597	ENSG00000277597.1	AC130343.2	1684726	17
ENSG00000226791	ENSG00000226791.7	LINC02611	98761098	2
ENSG00000233023	ENSG00000233023.1	IFITM4P	29747798	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000155659	ENSG00000155659.15	VSIG4	66021738	X
ENSG00000111834	ENSG00000111834.12	RSPH4A	116616479	6
ENSG00000273603	ENSG00000273603.1	GU182355.1	54847887	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000203972	ENSG00000203972.10	GLYATL3	49499923	6
ENSG00000238099	ENSG00000238099.3	LINC01625	139435636	6
ENSG00000243335	ENSG00000243335.9	KCTD7	66628767	7
ENSG00000278277	ENSG00000278277.1	GU182355.6	54771294	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000160685	ENSG00000160685.13	ZBTB7B	155002630	1
ENSG00000157978	ENSG00000157978.11	LDLRAP1	25543580	1
ENSG00000275047	ENSG00000275047.1	GU182355.2	54830927	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000182685	ENSG00000182685.7	BRICD5	2209253	16
ENSG00000283247	ENSG00000283247.2	CCDC201	45859994	7
ENSG00000273498	ENSG00000273498.4	KIR2DL4	54789862	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000125629	ENSG00000125629.15	INSIG2	118088452	2
ENSG00000124140	ENSG00000124140.13	SLC12A5	46021690	20
ENSG00000122122	ENSG00000122122.10	SASH3	129779949	X
ENSG00000071991	ENSG00000071991.8	CDH19	66501083	18
ENSG00000153975	ENSG00000153975.10	ZUP1	116635618	6
ENSG00000164440	ENSG00000164440.15	TXLNB	139240061	6
ENSG00000105429	ENSG00000105429.13	MEGF8	42325609	19
ENSG00000163354	ENSG00000163354.15	DCST2	155018520	1
ENSG00000287724	ENSG00000287724.1	AC096536.3	54874672	1
ENSG00000261532	ENSG00000261532.1	AC009065.7	2211997	16
ENSG00000105954	ENSG00000105954.2	NPVF	25224570	7
ENSG00000285941	ENSG00000285941.1	AL133257.1	123589711	6
ENSG00000116133	ENSG00000116133.13	DHCR24	54849627	1
ENSG00000285716	ENSG00000285716.1	AC004129.3	25254965	7
ENSG00000167965	ENSG00000167965.18	MLST8	2204248	16
ENSG00000258483	ENSG00000258483.4	LINC02251	98003038	15
ENSG00000224736	ENSG00000224736.7	HLA-V	29787843	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000272927	ENSG00000272927.1	AC107464.3	661209	4
ENSG00000258083	ENSG00000258083.2	OR9A4	141916399	7
ENSG00000249334	ENSG00000249334.1	AC084048.1	10685003	4
ENSG00000133256	ENSG00000133256.12	PDE6B	625584	4
ENSG00000241921	ENSG00000241921.1	AC000372.1	126378970	7
ENSG00000172057	ENSG00000172057.10	ORMDL3	39921041	17
ENSG00000240143	ENSG00000240143.1	AL023653.1	129794994	X
ENSG00000283083	ENSG00000283083.2	LINC02498	10737558	4
ENSG00000229254	ENSG00000229254.1	OR8C1P	124376877	11
ENSG00000233017	ENSG00000233017.3	AL121832.1	62427827	20
ENSG00000259611	ENSG00000259611.2	LINC01582	98081993	15
ENSG00000261984	ENSG00000261984.1	TAS2R14	10937406	CHR_HSCHR12_2_CTG2
ENSG00000211854	ENSG00000211854.1	TRAJ35	22506644	14
ENSG00000271064	ENSG00000271064.1	AC027644.2	66748838	7
ENSG00000272733	ENSG00000272733.1	AP000345.2	23580880	22
ENSG00000076003	ENSG00000076003.5	MCM6	135839626	2
ENSG00000272831	ENSG00000272831.1	AC027644.3	66739829	7
ENSG00000002587	ENSG00000002587.10	HS3ST1	11393150	4
ENSG00000273144	ENSG00000273144.1	TAS2R15P	10964425	CHR_HSCHR12_2_CTG2
ENSG00000124275	ENSG00000124275.14	MTRR	7851186	5
ENSG00000197261	ENSG00000197261.11	C6orf141	49550646	6
ENSG00000226379	ENSG00000226379.4	HCG4	29788736	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230583	ENSG00000230583.7	GTF2IRD1P1	66809993	7
ENSG00000285790	ENSG00000285790.1	AC021517.2	45491581	18
ENSG00000262293	ENSG00000262293.1	AC242308.1	11097196	CHR_HSCHR12_2_CTG2
ENSG00000138660	ENSG00000138660.11	AP1AR	112231737	4
ENSG00000223872	ENSG00000223872.2	AC006372.1	157501322	7
ENSG00000225643	ENSG00000225643.1	AL606491.1	25581478	1
ENSG00000263028	ENSG00000263028.1	TAS2R19	11021619	CHR_HSCHR12_2_CTG2
ENSG00000196998	ENSG00000196998.19	WDR45	49074433	X
ENSG00000211855	ENSG00000211855.1	TRAJ34	22507666	14
ENSG00000261134	ENSG00000261134.1	HLA-P	29797321	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000278655	ENSG00000278655.1	AP000346.4	23607041	22
ENSG00000263158	ENSG00000263158.1	TAS2R63P	11048332	CHR_HSCHR12_2_CTG2
ENSG00000251152	ENSG00000251152.1	AC025539.1	11469250	4
ENSG00000211856	ENSG00000211856.1	TRAJ33	22508602	14
ENSG00000273092	ENSG00000273092.1	TAS2R20	10996495	CHR_HSCHR12_2_CTG2
ENSG00000287778	ENSG00000287778.1	AC006230.1	11426874	4
ENSG00000284461	ENSG00000284461.2	AC027644.4	66628958	7
ENSG00000211857	ENSG00000211857.1	TRAJ32	22509341	14
ENSG00000259199	ENSG00000259199.2	AC022523.1	98038571	15
ENSG00000066583	ENSG00000066583.12	ISOC1	129094749	5
ENSG00000272803	ENSG00000272803.5	PRH2	10929236	CHR_HSCHR12_2_CTG2
ENSG00000233465	ENSG00000233465.2	RPL7AP7	29800101	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000259045	ENSG00000259045.1	MTCO1P2	32484098	14
ENSG00000250896	ENSG00000250896.1	RNPS1P1	11371975	4
ENSG00000211858	ENSG00000211858.1	TRAJ31	22510968	14
ENSG00000259041	ENSG00000259041.1	AC015722.1	98282075	15
ENSG00000161091	ENSG00000161091.13	MFSD12	3538261	19
ENSG00000270531	ENSG00000270531.1	AC022001.1	11529488	3
ENSG00000229461	ENSG00000229461.1	MICG	29809470	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000151320	ENSG00000151320.11	AKAP6	32329298	14
ENSG00000154710	ENSG00000154710.17	RABGEF1	66682164	7
ENSG00000259320	ENSG00000259320.2	AC022523.3	98111729	15
ENSG00000271243	ENSG00000271243.1	AC016727.2	61575774	2
ENSG00000226856	ENSG00000226856.7	THORLNC	118132128	2
ENSG00000226884	ENSG00000226884.1	RPS29P10	61589498	2
ENSG00000144560	ENSG00000144560.15	VGLL4	11556069	3
ENSG00000229754	ENSG00000229754.1	CXCR2P1	218059155	2
ENSG00000184117	ENSG00000184117.11	NIPSNAP1	29554808	22
ENSG00000188282	ENSG00000188282.12	RUFY4	218034960	2
ENSG00000213486	ENSG00000213486.3	AC108039.1	61710076	2
ENSG00000183431	ENSG00000183431.12	SF3A3	37956975	1
ENSG00000259266	ENSG00000259266.1	AC022523.2	98118171	15
ENSG00000274312	ENSG00000274312.1	AC015722.2	98319687	15
ENSG00000258910	ENSG00000258910.3	LINC01956	118766965	2
ENSG00000220030	ENSG00000220030.1	AL356131.1	61240898	6
ENSG00000228659	ENSG00000228659.1	LINC01201	130981590	X
ENSG00000277987	ENSG00000277987.2	LINC02351	98323902	15
ENSG00000286274	ENSG00000286274.1	AC008679.1	129150677	5
ENSG00000262829	ENSG00000262829.1	AC242308.2	11115354	CHR_HSCHR12_2_CTG2
ENSG00000260019	ENSG00000260019.2	LINC01992	27928924	17
ENSG00000262525	ENSG00000262525.3	TAS2R46	11061365	CHR_HSCHR12_2_CTG2
ENSG00000273431	ENSG00000273431.1	TAS2R50	10985913	CHR_HSCHR12_2_CTG2
ENSG00000262612	ENSG00000262612.3	TAS2R43	11091308	CHR_HSCHR12_2_CTG2
ENSG00000275596	ENSG00000275596.1	GU182355.3	54819506	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000205500	ENSG00000205500.8	AC013472.1	26984776	2
ENSG00000272751	ENSG00000272751.1	AC006518.4	10894943	CHR_HSCHR12_2_CTG2
ENSG00000255458	ENSG00000255458.7	AC108471.2	39639107	4
ENSG00000286589	ENSG00000286589.1	AC005697.3	27930177	17
ENSG00000272718	ENSG00000272718.1	AC006518.3	10831074	CHR_HSCHR12_2_CTG2
ENSG00000263097	ENSG00000263097.3	TAS2R31	11030387	CHR_HSCHR12_2_CTG2
ENSG00000267793	ENSG00000267793.1	AC009977.1	19598188	Y
ENSG00000137343	ENSG00000137343.18	ATAT1	30626842	6
ENSG00000131002	ENSG00000131002.12	TXLNGY	19567313	Y
ENSG00000261853	ENSG00000261853.1	AC134349.3	11190733	CHR_HSCHR12_2_CTG2
ENSG00000274394	ENSG00000274394.1	KIR3DL3	54724479	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000064545	ENSG00000064545.14	TMEM161A	19119169	19
ENSG00000228605	ENSG00000228605.6	GPANK1	31651971	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000127585	ENSG00000127585.12	FBXL16	692498	16
ENSG00000234208	ENSG00000234208.1	AC005529.1	29513889	22
ENSG00000049759	ENSG00000049759.18	NEDD4L	58044226	18
ENSG00000260892	ENSG00000260892.1	AC105020.4	75676227	15
ENSG00000203392	ENSG00000203392.3	AC105020.1	75678548	15
ENSG00000173546	ENSG00000173546.7	CSPG4	75674322	15
ENSG00000233478	ENSG00000233478.1	AL031280.1	25644544	1
ENSG00000145808	ENSG00000145808.10	ADAMTS19	129460281	5
ENSG00000274330	ENSG00000274330.1	AL160191.3	70230224	14
ENSG00000117643	ENSG00000117643.14	MAN1C1	25617468	1
ENSG00000270610	ENSG00000270610.1	AL160191.2	70234495	14
ENSG00000233191	ENSG00000233191.2	AC006372.2	157513294	7
ENSG00000284680	ENSG00000284680.1	OR8B2	124382394	11
ENSG00000120690	ENSG00000120690.16	ELF1	40931924	13
ENSG00000235812	ENSG00000235812.4	ADAM21P1	70245491	14
ENSG00000189269	ENSG00000189269.12	DRICH1	23608452	22
ENSG00000284609	ENSG00000284609.1	OR8B3	124395534	11
ENSG00000125826	ENSG00000125826.20	RBCK1	407498	20
ENSG00000082074	ENSG00000082074.18	FYB1	39105252	5
ENSG00000129255	ENSG00000129255.16	MPDU1	7583529	17
ENSG00000255048	ENSG00000255048.1	OR8X1P	124404234	11
ENSG00000285561	ENSG00000285561.1	AP001804.1	124406997	11
ENSG00000261659	ENSG00000261659.2	Z92544.2	689001	16
ENSG00000280090	ENSG00000280090.2	OR8B4	124423904	11
ENSG00000179639	ENSG00000179639.10	FCER1A	159289714	1
ENSG00000276707	ENSG00000276707.1	AC243773.1	36940049	17
ENSG00000127580	ENSG00000127580.17	WDR24	684622	16
ENSG00000205301	ENSG00000205301.11	MGAT4D	140442262	4
ENSG00000211683	ENSG00000211683.3	AP000346.1	23630618	22
ENSG00000233203	ENSG00000233203.6	DHCR24-DT	54887563	1
ENSG00000273706	ENSG00000273706.4	LHX1	36936785	17
ENSG00000152475	ENSG00000152475.7	ZNF837	58367618	19
ENSG00000061492	ENSG00000061492.11	WNT8A	138083892	5
ENSG00000244723	ENSG00000244723.3	ASLP1	23649213	22
ENSG00000242396	ENSG00000242396.1	AC096536.2	54886875	1
ENSG00000272578	ENSG00000272578.5	AP000347.1	23658094	22
ENSG00000064961	ENSG00000064961.19	HMG20B	3572777	19
ENSG00000237710	ENSG00000237710.10	HLA-DPB1	33053864	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000197125	ENSG00000197125.3	OR8B8	124437445	11
ENSG00000251680	ENSG00000251680.6	AC008591.1	129500361	5
ENSG00000255510	ENSG00000255510.1	OR8A2P	124460534	11
ENSG00000171747	ENSG00000171747.9	LGALS4	38801671	19
ENSG00000273666	ENSG00000273666.4	LILRP2	54707916	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000216998	ENSG00000216998.1	CYP2AC1P	49565924	6
ENSG00000248610	ENSG00000248610.1	HSPA8P4	130140031	5
ENSG00000278432	ENSG00000278432.1	AC245128.16	54703952	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000159496	ENSG00000159496.14	RGL4	23688136	22
ENSG00000277894	ENSG00000277894.1	LILRP1	54700593	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000163064	ENSG00000163064.6	EN1	118842171	2
ENSG00000258580	ENSG00000258580.1	AL136298.1	32373337	14
ENSG00000249421	ENSG00000249421.2	ADAMTS19-AS1	129424782	5
ENSG00000196266	ENSG00000196266.5	OR10J3	159313670	1
ENSG00000280266	ENSG00000280266.1	AC006372.4	157525783	7
ENSG00000186367	ENSG00000186367.6	MINAR2	129748079	5
ENSG00000274892	ENSG00000274892.1	AC011487.4	53512092	19
ENSG00000213777	ENSG00000213777.5	AC011487.1	53503392	19
ENSG00000243388	ENSG00000243388.1	RPL3P3	56978409	14
ENSG00000229473	ENSG00000229473.2	RGS17P1	40992779	13
ENSG00000248550	ENSG00000248550.4	OTX2-AS1	56813183	14
ENSG00000130700	ENSG00000130700.7	GATA5	62463497	20
ENSG00000198108	ENSG00000198108.4	CHSY3	129904465	5
ENSG00000221867	ENSG00000221867.9	MAGEA3	152698767	X
ENSG00000258776	ENSG00000258776.1	AL161757.4	56817570	14
ENSG00000196184	ENSG00000196184.9	OR10J1	159437845	1
ENSG00000161647	ENSG00000161647.18	MPP3	43800799	17
ENSG00000258644	ENSG00000258644.6	SYNJ2BP-COX16	70326064	14
ENSG00000142856	ENSG00000142856.16	ITGB3BP	63440770	1
ENSG00000226207	ENSG00000226207.1	AL080316.1	97710953	6
ENSG00000220505	ENSG00000220505.2	EIF4EBP2P3	98179499	6
ENSG00000258592	ENSG00000258592.1	AL391152.1	57066260	14
ENSG00000224774	ENSG00000224774.7	CSNK2B	31655985	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000138642	ENSG00000138642.14	HERC6	88378739	4
ENSG00000258758	ENSG00000258758.1	AL137100.1	57040885	14
ENSG00000271860	ENSG00000271860.7	AL589740.1	97283303	6
ENSG00000249730	ENSG00000249730.1	OR10J4	159432204	1
ENSG00000268433	ENSG00000268433.1	MTDHP3	21677550	19
ENSG00000259136	ENSG00000259136.1	AL137100.2	57044646	14
ENSG00000228560	ENSG00000228560.1	AL513323.1	159346166	1
ENSG00000286257	ENSG00000286257.2	AL137100.3	56951008	14
ENSG00000248442	ENSG00000248442.2	OR10J7P	159351093	1
ENSG00000124279	ENSG00000124279.12	FASTKD3	7859159	5
ENSG00000242686	ENSG00000242686.4	AC107464.1	652850	4
ENSG00000227361	ENSG00000227361.1	RPS24P7	61803143	2
ENSG00000249197	ENSG00000249197.1	OR10J9P	159405423	1
ENSG00000229831	ENSG00000229831.2	AC108039.2	61820208	2
ENSG00000164902	ENSG00000164902.14	PHAX	126600925	5
ENSG00000147256	ENSG00000147256.12	ARHGAP36	131058346	X
ENSG00000188070	ENSG00000188070.9	C11orf95	63759892	11
ENSG00000266190	ENSG00000266190.1	AC090287.1	28021668	17
ENSG00000224943	ENSG00000224943.1	AL663023.1	159466321	1
ENSG00000251686	ENSG00000251686.1	OR10J8P	159366161	1
ENSG00000267004	ENSG00000267004.1	AC018761.1	12725517	19
ENSG00000229386	ENSG00000229386.3	OR8B9P	124476963	11
ENSG00000133983	ENSG00000133983.16	COX16	70325081	14
ENSG00000272567	ENSG00000272567.1	AC109347.2	112272968	4
ENSG00000256162	ENSG00000256162.2	SMLR1	130827406	6
ENSG00000285843	ENSG00000285843.1	AC064853.2	227587237	2
ENSG00000123144	ENSG00000123144.11	TRIR	12730640	19
ENSG00000196872	ENSG00000196872.12	KIAA1211L	98793846	2
ENSG00000284643	ENSG00000284643.1	SCYGR2	227598893	2
ENSG00000185527	ENSG00000185527.12	AC139530.1	81650459	17
ENSG00000250474	ENSG00000250474.2	WBP1LP2	107628553	7
ENSG00000284622	ENSG00000284622.2	SCYGR10	227608784	2
ENSG00000183397	ENSG00000183397.5	C19orf71	3539154	19
ENSG00000075790	ENSG00000075790.10	BCAP29	107579977	7
